Sentiment,OnChain,Buy_Thresh,Sell_Thresh,Stop_Loss,Take_Profit,Trailing,Trail_Decay,Return_Pct,BH_Return,Max_DD,Sharpe,Trades,Final_Eq,Duration_Sec
True,True,0.6,0.4,0.15,0.35,True,0.15,-8.574665457089885,428.1307268139334,-31.408207460552706,-0.12666766811371213,256,9142.533454291011,18.5
True,True,0.6,0.4,0.15,0.5,True,0.15,-8.574665457089885,428.1307268139334,-31.408207460552706,-0.12666766811371213,256,9142.533454291011,19.2
True,True,0.6,0.4,0.15,0.35,True,0.05,-12.553062566093686,428.1307268139334,-33.457749133317606,-0.18943688855275798,261,8744.693743390631,17.6
True,True,0.6,0.4,0.15,0.5,True,0.05,-12.553062566093686,428.1307268139334,-33.457749133317606,-0.18943688855275798,261,8744.693743390631,18.5
True,True,0.6,0.4,0.15,0.35,True,0.1,-14.113141396913853,428.1307268139334,-35.898494188624305,-0.21489603910481464,260,8588.685860308615,19.0
True,True,0.6,0.4,0.15,0.5,True,0.1,-14.113141396913853,428.1307268139334,-35.898494188624305,-0.21489603910481464,260,8588.685860308615,18.2
True,True,0.6,0.4,0.15,0.3,False,0.05,-18.476089374023495,428.1307268139334,-37.3136565315552,-0.2994919936961649,267,8152.3910625976505,20.7
True,True,0.6,0.4,0.15,0.3,False,0.1,-18.476089374023495,428.1307268139334,-37.3136565315552,-0.2994919936961649,267,8152.3910625976505,21.9
True,True,0.6,0.4,0.15,0.3,False,0.15,-18.476089374023495,428.1307268139334,-37.3136565315552,-0.2994919936961649,267,8152.3910625976505,20.4
True,True,0.55,0.4,0.1,0.15,False,0.1,-19.493161005429446,428.10934533797484,-39.876254306860936,-0.30184390464286004,303,8050.683899457055,17.8
True,True,0.6,0.4,0.15,0.25,False,0.05,-20.22328220107421,428.1307268139334,-37.926052562233906,-0.3325911647975013,268,7977.671779892579,18.6
True,True,0.6,0.4,0.15,0.25,False,0.1,-20.22328220107421,428.1307268139334,-37.926052562233906,-0.3325911647975013,268,7977.671779892579,22.8
